area,rooms,floor,year_of_construction,price
97,4,4,1972,583347
118,1,7,1979,642562
65,3,4,1963,410864
115,1,2,1963,622948
77,4,6,2001,164419
110,2,8,1950,529349
50,4,9,1984,410379
98,5,9,1958,694730
56,4,4,1958,946306
82,4,2,1978,576007
103,5,3,1963,218091
73,1,10,2000,174022
70,5,3,1959,451866
120,3,3,1986,875510
63,4,2,1975,530251
53,3,3,1954,564314
106,2,1,1972,661300
64,3,9,1960,362712
110,1,4,2019,712254
111,5,6,2006,158223
62,5,1,2004,956022
72,2,3,2001,692726
100,1,4,1964,474618
82,4,5,1962,335885
80,3,9,1978,638132
62,5,3,2003,197704
72,4,4,1956,869050
93,2,10,1960,888571
84,5,7,1996,977655
55,4,6,2015,702512
88,3,1,1991,200391
50,1,8,2004,355598
108,5,9,1969,242843
57,3,6,1986,321750
50,1,2,1994,175602
63,5,7,2008,893697
104,3,5,1982,333924
80,2,1,1992,359441
108,2,6,2019,432034
118,4,8,1967,178131
95,4,8,2022,526192
68,1,1,2020,623147
103,5,9,1995,155525
119,2,10,2013,444140
107,4,1,1979,779573
77,4,7,1985,539844
64,5,10,1969,996689
57,4,3,1971,798809
61,3,8,1994,295979
79,5,6,2018,376073
64,3,7,1989,642700
70,2,10,1955,608896
117,4,2,1971,438230
96,1,6,1952,941110
96,2,2,1997,771628
90,2,5,1961,739524
65,3,5,2019,650220
70,5,8,1981,695433
104,2,4,1958,753244
105,1,7,1971,617336
105,2,8,1971,508246
119,1,8,1977,308515
82,2,9,2019,953779
53,5,7,1982,166838
51,3,10,1988,238135
85,5,9,1969,326989
80,2,2,1961,903409
118,5,8,2010,796063
57,5,2,1969,498162
108,3,7,2018,834965
78,3,2,1967,869536
120,4,2,1978,559483
51,4,1,2014,881458
55,2,5,1962,812624
88,5,10,2007,295411
117,5,1,1984,222854
110,3,5,1982,442892
82,3,6,2009,434017
99,3,8,1985,601365
101,5,2,1992,942815
118,2,6,2017,876480
69,2,3,2020,317006
50,2,4,2020,275341
95,5,10,2006,350494
62,3,9,2002,202839
62,5,4,1993,788254
94,1,3,1988,469043
90,4,5,1985,802221
113,5,7,2008,408679
60,5,5,1991,426747
118,1,6,1967,799490
65,2,9,1978,507476
97,1,4,1958,480782
82,5,10,1954,327656
57,4,10,1976,960015
69,4,3,2009,323882
56,4,1,1963,322702
55,1,2,1974,659292
66,3,8,1986,552691
92,1,5,1966,344641
79,4,10,1960,966720
101,2,3,1965,307080
101,2,6,1977,509062
75,1,7,1958,324816
59,3,1,1952,682037
93,1,10,1965,512619
58,5,8,2016,955166
75,4,4,1987,849687
115,3,6,1972,283881
88,5,6,1990,738894
64,3,9,2014,641930
90,3,2,2014,156800
105,5,5,1960,935585
57,5,2,2009,263103
77,4,1,1997,348349
115,5,2,1996,803702
114,3,1,1955,994002
66,4,5,2006,710361
107,1,6,1970,173824
106,1,5,1959,216938
97,4,9,1960,688729
63,2,2,1995,330670
109,3,3,1974,348343
102,4,1,1978,369263
80,3,10,1998,352965
102,4,3,1956,272570
89,3,4,1966,321500
92,4,9,2010,693494
114,4,5,1970,375132
80,4,1,2015,155037
110,4,3,2009,315924
88,5,4,2003,440444
52,4,1,1965,433868
108,1,3,1958,762962
116,5,3,1985,985859
106,2,8,2003,732403
68,5,7,2018,466280
95,4,9,1980,710666
105,3,9,2009,348579
96,5,3,2010,686907
101,2,10,1999,682375
63,5,5,2004,442981
90,2,5,1981,420842
59,5,2,2008,231969
92,5,9,1954,994103
111,5,9,1992,908305
57,2,7,2022,194523
83,3,10,2020,961599
109,2,9,1983,388408
93,3,4,2015,553726
57,1,4,1987,396684
99,1,1,1982,649075
95,3,10,1993,943027
68,4,8,1985,589350
79,1,6,1972,976576
104,1,4,1957,580306
105,3,9,1988,378665
107,4,1,1984,849575
57,4,8,2009,323875
64,2,2,2022,158299
98,3,2,1962,862174
64,1,10,2008,310115
81,4,9,1958,733224
91,2,2,2006,788623
90,4,8,1976,223063
98,5,2,2015,479084
117,3,10,1970,805949
50,4,1,1978,397452
68,2,7,1953,448636
89,3,4,2003,300483
89,2,6,1963,425541
68,2,5,1987,617904
101,5,5,2011,843690
89,5,1,1974,270538
97,3,4,2016,699286
51,5,8,1986,485710
68,4,10,1991,534657
94,2,10,1981,787324
103,5,7,1953,746254
119,3,3,2009,151359
87,3,1,1999,678810
98,5,3,1983,925659
79,4,8,1993,623495
116,2,9,1969,730668
109,2,6,2009,490644
74,3,9,1951,758455
90,5,6,1980,555517
106,4,8,1980,991944
106,1,7,2005,318748
50,1,4,1992,506951
67,5,7,1952,304594
92,2,6,2005,155906
78,3,5,1996,730712
82,1,2,1999,244119
116,4,7,2015,180324
63,5,1,2007,547596
78,4,4,1977,374817
99,3,4,2008,452933
63,5,8,1968,748171
115,1,9,1967,384262
112,5,8,2008,386908
69,1,1,2000,176100
69,4,5,1956,880763
106,4,10,1966,518013
71,3,2,1998,368371
109,5,10,1985,157679
95,2,6,1963,454682
93,3,7,1974,697501
74,4,3,2019,836763
66,1,5,1998,854333
70,2,9,1981,652239
71,3,2,2001,860588
109,4,9,2021,497963
92,1,4,1993,927609
71,1,2,1997,925543
116,3,2,1951,767593
91,4,7,1951,271182
59,3,10,1987,919345
61,3,9,2020,605308
72,4,10,2003,387139
81,3,8,1962,435451
109,5,7,1974,623585
102,2,2,1969,936954
99,1,6,1953,975025
77,4,9,2020,314957
68,4,5,1961,282283
88,1,1,1970,657092
71,2,6,2017,536004
103,1,6,1984,898703
64,2,10,1958,230705
88,5,1,2022,211226
106,2,10,1983,928616
62,1,1,1980,747550
115,1,8,2009,361701
99,3,7,1990,709594
76,5,8,1993,619450
84,1,3,1974,182570
82,3,10,2002,695835
51,1,2,2003,195748
89,2,7,1976,540525
92,4,6,1973,683736
64,4,6,1969,219324
76,4,1,2007,657259
62,3,7,1959,688665
102,2,10,1975,777546
86,4,8,1985,468718
74,3,5,1988,470459
75,2,7,1970,635048
52,1,1,2005,857002
120,5,8,2002,161398
99,2,6,1958,498926
53,3,10,1950,528899
57,3,5,1988,664341
85,4,5,1966,500041
80,2,2,1999,177689
106,4,10,2011,730971
56,1,2,1967,288146
50,5,6,1959,277036
97,5,5,1970,207290
80,3,8,2022,403626
76,5,5,1975,669974
79,5,6,1989,308075
58,3,10,1973,714626
90,4,8,2001,999461
95,5,1,1952,453814
104,2,3,1986,643154
50,1,9,2005,176454
113,3,10,2017,300031
98,1,10,1988,206299
82,3,10,2018,751801
60,5,10,1968,537857
58,2,6,1952,552909
103,5,10,1999,261615
95,4,10,1967,699129
92,3,1,1995,942410
60,5,2,1996,574935
62,5,4,1974,932693
62,4,3,1977,241173
90,4,4,1967,272350
95,2,8,1975,255730
62,2,2,1989,791981
96,1,2,1966,455147
80,5,9,1957,242375
63,5,4,1970,670362
94,2,6,1951,729195
68,4,6,1995,394431
56,4,4,1950,395543
103,3,2,1970,380400
84,4,7,1953,361617
59,5,10,1984,317600
115,5,7,1971,712053
55,4,1,1971,731162
118,1,10,1978,785760
113,1,9,1969,343830
50,3,2,1959,333349
82,2,9,2008,917730
110,3,9,2005,971940
52,2,2,1961,805318
76,4,10,1978,296117
94,2,9,1955,712975
111,5,4,1969,230626
73,1,7,2003,158268
106,1,3,1957,168415
98,5,8,1996,325695
95,5,5,1986,944973
78,2,6,1982,370540
73,2,7,2014,333129
119,5,6,1960,156151
82,3,5,1976,424213
65,3,7,2014,362795
90,1,5,2016,623377
58,5,9,2015,528098
66,2,4,1959,857521
108,3,5,1972,775992
91,2,8,1980,653773
108,2,8,1977,653870
64,5,9,2001,377513
56,5,5,1986,245019
98,1,2,1964,884545
78,1,9,1992,602341
85,2,8,2004,162986
102,5,1,1971,152473
86,5,4,2002,584729
108,4,7,2016,832900
70,3,10,2000,577086
67,4,6,1990,704171
65,4,8,1999,886292
68,4,3,1954,361675
105,3,10,2006,431145
74,5,1,1952,636217
103,3,5,2005,788456
58,4,4,1962,567125
99,5,10,1990,796639
114,3,2,2017,244616
73,5,1,2020,988311
120,1,4,1997,423433
53,3,2,1981,638886
111,1,5,1962,837137
115,5,9,1988,160870
101,1,8,1984,538220
65,4,2,1968,549282
105,1,10,1996,293215
77,4,5,1993,747827
96,2,5,1980,695745
112,4,8,1988,283377
94,3,10,2008,207071
107,3,9,1976,477011
109,2,9,2022,702348
81,2,4,2021,376959
65,1,8,2011,715121
112,3,9,2014,314257
59,4,10,1969,962722
72,2,1,1988,286991
88,3,8,1985,894466
111,5,8,1951,634766
65,1,3,1950,254858
51,5,6,1975,641525
64,2,2,2003,964942
63,3,5,1991,151521
85,5,7,2022,776680
85,1,8,1983,827111
98,1,5,2006,216497
65,2,8,1975,573906
70,5,3,1950,746618
96,5,9,1986,801089
62,2,6,2020,341757
116,4,3,1975,961009
89,5,8,2019,580198
88,5,8,1968,687696
112,5,6,1981,208662
84,1,10,1990,749412
65,3,10,2004,297123
66,5,5,1983,854101
77,4,6,2009,858426
88,3,6,1950,281505
83,3,4,1995,278313
77,2,8,2005,640743
80,3,10,1996,569434
52,3,10,2005,382808
105,2,2,2015,577080
104,1,8,1981,985134
91,3,6,2016,793408
120,4,7,1979,352294
90,1,6,1967,397364
112,4,1,1996,806507
104,4,10,1958,949112
84,2,2,1990,748684
114,3,6,2022,169110
117,2,10,2021,348368
105,1,5,1966,472281
69,1,1,1976,239118
112,2,9,2001,169437
77,1,9,2003,906356
67,1,9,2022,249644
72,4,4,2010,414833
67,3,7,1975,947833
119,5,4,1971,212694
107,2,1,1953,980051
107,4,7,1990,512691
78,1,8,2015,822382
114,2,4,1962,220606
53,3,10,1967,861719
57,5,8,1981,972898
82,4,4,2000,504888
95,4,8,2015,442008
98,1,5,2010,447461
56,1,6,1974,978944
55,5,4,2000,247812
89,3,2,1973,573508
94,2,1,1951,602750
74,5,4,1962,498213
114,2,2,1977,830970
78,4,9,1996,515577
79,5,4,1978,387038
55,5,7,1980,995186
105,1,6,2006,795033
55,3,6,1953,626032
65,4,2,2020,198900
118,5,2,1958,436444
104,2,2,1955,812962
51,3,1,1951,207089
116,1,4,1965,253099
110,1,9,1968,752761
73,4,2,2000,858893
56,5,7,1958,585687
86,4,1,2021,482910
100,5,4,1980,369937
107,4,3,1995,220984
119,2,1,2018,596616
105,5,5,1984,436205
70,1,3,1983,194751
79,4,6,2001,522226
54,2,4,2006,834825
116,4,8,1968,166014
114,5,6,1994,997555
68,1,10,2003,503181
98,4,5,1981,570939
54,2,1,1995,729575
59,4,9,2016,742741
95,2,7,1956,341204
76,1,10,1996,618795
112,5,7,1987,766457
69,4,4,1998,426771
74,3,2,1960,200117
114,4,1,2005,691395
95,4,3,2022,454194
54,2,3,2018,239727
113,1,4,1997,398861
90,4,3,1981,672012
112,4,1,1999,956490
99,5,6,2018,784223
59,5,1,1961,198895
72,1,5,1975,354697
55,2,6,1977,266278
91,4,1,1974,782379
79,2,7,2015,524668
93,5,8,1961,295067
95,2,2,2022,245513
53,4,3,2010,737437
52,3,10,2019,401561
118,5,7,1998,174337
119,3,6,1957,274931
78,4,1,1952,499561
117,3,8,2007,977337
77,2,1,1974,864209
92,4,6,1960,273100
120,4,9,2014,646518
97,1,1,2000,182371
52,5,6,2018,969445
85,2,8,1951,462003
76,4,1,1995,265215
72,1,10,2013,193236
63,2,7,1990,175831
80,3,9,2010,834845
70,5,10,1951,868288
82,2,3,2010,612383
56,1,10,1989,458234
114,4,5,2021,324499
118,3,2,1993,457210
91,4,4,1953,504905
94,1,8,2014,167766
81,1,5,1966,767450
97,3,10,1968,304405
97,1,1,1980,421881
84,4,8,1994,665533
93,2,4,1954,860487
83,5,2,2009,847186
58,1,10,1970,691290
54,4,10,1961,367811
76,3,2,2021,918697
84,1,9,1963,796506
107,3,3,1986,483794
55,2,7,2003,939620
116,5,5,1987,901297
119,2,1,1988,970545
106,5,4,1974,553991
68,4,8,2000,791306
115,1,10,2008,690538
66,1,7,1980,457128
54,4,8,1998,566472
60,3,7,1992,976151
68,5,10,1969,436037
51,4,6,1995,206144
94,1,6,1982,397945
88,5,8,1993,606926
74,3,5,2016,236840
80,4,1,2002,471221
51,2,1,1963,565816
70,1,10,1996,952713
86,5,8,1980,502793
53,4,3,1954,333013
56,1,4,2004,735735
58,5,2,1975,844697
70,1,10,1978,321794
115,5,9,2022,162117
118,3,8,1962,211528
91,4,9,1954,574967
66,3,10,1986,241005
78,5,7,1964,989850
88,2,7,1968,283281
93,3,1,1993,534310
63,5,1,1955,831657
85,1,10,1974,798108
55,1,1,1992,830292
76,5,2,1958,979617
73,3,6,1985,646185
60,3,3,1972,731586
110,3,4,1991,607457
110,5,8,1975,686850
111,5,9,2013,567902
119,4,7,1989,538349
61,2,6,2008,876497
71,4,5,1955,838419
61,2,4,2015,412153
70,1,5,1968,837642
82,1,6,1953,407332
68,5,9,1960,354468
89,1,8,2006,698067
50,2,9,1967,266711
90,1,6,1953,510466
92,3,10,1998,174490
102,5,4,1953,563146
84,5,4,1951,843808
94,4,5,1964,432456
90,4,4,1992,633779
54,4,8,1966,722772
67,3,9,2016,799775
90,1,3,2018,499604
105,3,5,2009,676855
83,1,6,1990,813500
102,4,8,1970,289565
55,2,3,2020,408887
108,2,7,1955,420192
104,5,1,2008,558260
90,3,4,2008,909852
102,5,6,1961,299853
98,4,4,1983,898773
89,5,6,2004,773002
93,3,2,1952,874482
59,4,2,2020,873256
110,2,4,2005,406156
75,3,8,1968,939424
62,2,1,2009,344972
94,2,8,1973,929685
117,4,10,1995,860409
116,3,2,1972,627296
100,1,8,1996,381905
66,5,3,1975,395261
98,1,9,1976,604656
95,3,1,1964,174781
86,1,8,1973,410545
96,2,5,1974,799070
51,3,4,2005,301548
106,3,5,1986,162563
116,4,10,2005,516945
78,2,10,1976,990666
111,2,1,1981,467402
65,5,5,2000,332115
77,3,8,2017,567075
114,2,5,2018,411576
105,4,2,1959,950355
84,2,1,1976,235109
103,5,8,1975,199598
58,1,5,1955,935761
61,4,8,1970,906759
51,4,1,2012,814617
53,1,6,1985,843804
78,1,4,2000,606933
115,4,5,1952,587422
91,5,2,1996,223912
66,1,2,1998,508956
70,3,4,1974,469937
57,4,1,2002,770941
60,1,6,1989,880596
120,4,7,1998,931784
89,3,8,1989,768840
111,2,4,1966,473344
98,4,6,1994,810194
85,5,4,1966,505373
73,4,1,1975,717567
98,2,9,2010,916849
119,3,10,1973,963797
108,5,2,2009,497162
67,2,3,2004,937937
87,1,9,1992,412866
81,2,6,1997,224395
111,1,6,2010,427738
73,2,1,1975,430823
59,2,4,1958,802271
106,5,5,1964,284236
96,4,3,1967,940364
91,1,7,1968,524938
65,4,10,1995,715683
106,3,2,1958,297839
111,1,10,1955,561144
74,1,1,2009,751838
93,5,2,2010,495537
57,1,4,1980,440360
79,3,5,2011,713593
51,3,9,2001,371432
82,2,1,1955,569812
93,1,9,1979,671924
113,3,4,1959,649502
91,1,2,1973,871795
87,5,7,2021,623469
56,4,6,2000,622355
82,1,3,1964,217042
112,1,2,2008,559791
76,4,2,1980,820928
75,3,3,2003,406292
64,1,7,1956,262054
65,4,7,1954,165756
61,1,9,1965,634395
63,2,1,2015,174898
88,5,7,1969,194315
61,1,8,2011,676886
51,3,4,1969,455569
75,3,2,1985,844562
68,2,2,2017,614457
89,1,1,1992,409383
97,4,3,1971,623025
118,4,5,2002,622987
77,3,3,1972,174584
87,2,4,1971,760090
119,4,3,1981,290185
85,2,5,1971,860368
56,1,7,1953,211529
98,4,1,1957,435853
50,2,4,1983,703824
71,2,10,2015,513532
58,2,5,1963,282969
115,4,6,2001,983464
110,2,4,2005,283330
76,3,8,1968,327239
74,5,1,2015,188101
99,3,6,2021,288297
82,2,1,1999,939651
60,1,3,2021,302374
113,4,2,1954,175003
92,4,8,1972,918526
92,3,3,1975,476183
56,1,5,1958,263985
94,5,2,1979,455943
54,2,2,2014,813562
108,2,9,1960,502931
76,3,5,1962,188148
60,1,9,1991,662841
119,3,9,1974,286948
103,5,7,2001,341276
97,5,9,1991,775707
63,4,9,1969,957030
76,4,10,2008,806055
91,2,8,1995,584762
79,1,5,2014,320347
100,4,6,2007,656188
68,1,10,1959,339498
115,2,7,2002,885190
108,3,4,1988,206529
73,3,10,1984,578894
66,2,8,1971,307739
117,5,2,1953,293859
57,4,5,1967,981146
64,5,6,1991,858674
54,4,5,1968,620005
68,1,6,1978,906194
71,5,5,1959,476359
106,5,3,1988,318017
111,2,7,2018,347070
92,5,1,1993,665142
74,3,10,1990,634240
56,5,9,1954,435205
119,1,5,1961,591203
83,3,4,1955,234839
76,4,9,1967,816675
116,5,1,1956,285085
63,5,5,1955,309770
50,4,4,2006,738372
62,1,10,1968,979314
113,3,1,1950,450447
101,2,9,1973,608040
77,4,10,2022,957713
79,3,2,1996,320145
118,5,6,1961,293356
85,2,3,1996,614406
86,1,1,1961,793055
94,2,1,1999,852508
89,4,1,2011,948321
63,4,3,2021,515518
50,2,5,2017,655911
82,4,2,2017,756729
78,3,6,1950,639676
69,1,4,1997,929745
56,2,7,1970,608948
62,2,9,2004,456638
53,2,10,1985,397758
59,4,4,1971,687647
108,1,6,1955,860027
108,3,6,2006,577673
67,1,1,1959,483675
84,5,6,2013,561713
96,5,9,2019,412445
98,5,9,2009,956104
66,4,7,2003,255988
82,3,3,1956,209024
64,4,4,1975,669178
115,3,4,2001,368221
85,2,8,1960,891405
112,4,10,1989,345465
111,1,7,1972,485208
104,4,9,2004,520401
59,3,7,1991,604737
61,3,2,1956,395651
71,1,6,2008,973887
97,4,7,1952,591481
66,4,9,1955,766877
112,3,7,2006,672967
68,2,9,1966,810792
55,1,7,1995,738799
115,2,6,1993,673068
52,2,5,1960,344945
98,2,7,2017,572971
91,5,8,1960,770215
87,3,3,2021,644585
95,1,6,2006,851625
97,4,7,1998,922474
66,2,10,1971,763840
106,2,6,1992,871680
65,1,7,1961,714811
114,3,1,1979,609300
98,5,9,2005,516337
93,5,6,1956,773820
111,3,3,2022,556591
63,5,9,2008,787480
93,2,6,1985,653151
98,2,4,1969,531266
102,2,1,2000,228428
114,2,7,2021,390333
92,4,8,1978,535033
111,2,5,2007,564165
117,2,1,1964,759946
78,2,9,2019,874085
116,2,3,1969,196467
61,5,5,1957,522650
85,5,8,1982,151131
116,4,8,1952,918337
61,4,6,1975,824816
88,3,8,1970,360513
106,4,8,1952,444905
62,5,4,2022,707847
76,4,10,1952,281101
65,4,3,1981,375878
78,1,2,1964,646428
62,1,9,1972,764169
76,2,7,1993,323586
62,5,1,1957,796775
78,4,7,2007,829531
80,4,3,1989,539240
77,2,7,2011,473339
80,1,6,1950,305783
112,1,9,1990,823500
74,4,3,1977,680661
90,3,6,1962,676357
107,3,8,1976,846946
67,3,9,1953,475239
93,4,7,1999,477546
95,2,6,1965,417907
96,5,6,1959,171618
58,1,3,2009,737206
107,5,7,1986,550826
50,3,1,2007,359359
108,3,10,1953,157753
53,2,4,1960,360117
105,2,2,2009,384214
116,5,2,2012,991109
69,3,1,1982,628146
71,1,7,1995,421302
82,4,5,1993,578295
94,4,3,1970,208742
59,1,3,2022,565639
95,4,8,2018,486641
97,4,8,1963,907765
75,3,2,1952,473949
75,3,8,2013,318430
60,4,8,1993,741555
102,2,10,1992,806289
62,2,4,1981,849713
112,5,8,1979,758450
64,4,9,1996,778313
59,2,7,1963,623272
52,5,9,1991,523167
74,1,10,1950,181788
67,3,3,1956,448696
71,1,6,1986,725366
110,3,3,2006,852923
56,5,7,1963,738103
69,1,2,2020,576824
89,5,1,2002,429051
112,4,2,1974,540452
77,4,6,2002,483412
95,2,4,1953,989833
98,3,3,1990,792214
56,2,9,1987,815076
112,5,3,1976,574765
67,3,3,1994,486634
65,4,8,2022,465998
105,2,1,1995,353876
111,2,7,2005,450620
86,2,9,1988,588205
96,1,6,2011,595310
119,3,7,1958,898148
50,5,10,2006,858527
79,1,1,1978,186170
105,3,9,1965,251978
91,4,4,2019,860277
94,4,3,2013,368889
93,4,9,1991,381357
82,5,1,1953,836187
103,2,4,1995,472396
59,5,3,1968,700447
88,5,10,1991,525359
86,4,7,1956,959665
70,4,10,1993,701283
61,1,3,1964,894694
61,1,1,1975,155343
91,1,4,1967,563764
84,4,1,2010,390109
61,4,1,1952,859545
50,2,6,2018,891313
64,1,2,1968,670359
95,4,4,1978,785515
96,5,3,2020,852340
52,1,7,1970,589913
115,3,9,2002,466460
118,3,6,1979,266797
50,1,2,1971,459213
87,3,4,2010,896300
58,4,5,1998,555162
115,3,6,1965,270954
103,1,6,1966,477175
83,1,9,2002,455596
63,3,8,2000,325954
113,4,1,1970,632223
63,2,7,1981,864704
103,5,4,1954,701467
82,4,3,2017,711978
78,2,4,1958,889546
98,5,2,2010,436100
87,5,7,2010,882705
55,1,1,1958,675524
77,2,8,1999,804347
114,2,1,2010,351547
96,3,10,2007,340700
66,1,7,1999,783573
65,1,7,1971,447601
69,3,8,1950,659507
78,2,1,1956,744467
115,5,6,2012,789857
94,5,10,2011,155538
120,2,6,1975,168109
96,5,3,1956,314594
54,2,8,1999,238745
95,1,3,1992,836625
102,3,10,2014,539771
72,1,10,1994,634653
56,2,10,1963,316251
66,1,5,1995,503861
116,2,10,1977,775510
55,5,2,1952,918577
98,1,2,1996,215167
54,1,6,2020,770256
94,3,5,1970,234997
52,3,1,1996,183830
61,3,5,2006,490688
104,1,2,1957,938769
109,3,9,1962,483871
116,2,4,2014,222087
61,3,1,2016,556504
75,3,6,1972,748018
52,5,5,1995,647005
108,5,1,2017,598376
72,2,9,1985,324021
64,4,3,2006,897690
88,4,10,1977,171866
87,4,1,2020,936028
94,5,3,1982,364842
120,1,8,2012,568902
70,4,6,2012,573309
106,5,7,1952,247717
74,4,6,1969,208165
105,2,9,1998,255798
59,3,10,1950,447212
64,5,9,1959,538076
50,2,8,1986,587106
52,5,1,1959,294156
86,2,6,2008,765005
61,1,7,1970,834215
112,5,8,1993,258967
92,3,9,1992,339268
119,1,8,1951,849674
87,4,3,1960,973707
92,3,6,2011,638184
56,4,5,1954,685113
118,1,5,1994,819231
103,1,1,1981,908025
84,3,3,1987,776486
66,5,8,1995,872610
86,2,7,1963,767733
81,4,7,1999,517026
100,5,8,1994,677563
103,2,1,1953,852309
56,4,1,2008,949024
51,4,9,1963,708605
88,1,3,1967,921966
101,5,10,1970,481420
81,3,10,1989,789393
75,5,4,1999,803011
52,3,4,2021,420208
103,3,8,2012,996935
120,1,4,2005,159568
92,2,3,1994,663541
52,2,7,2002,762331
117,2,5,1976,957106
118,2,5,2020,760009
82,5,7,1958,428859
76,4,4,2017,623608
55,4,5,1979,278881
69,1,2,1983,870435
113,1,5,2007,888046
54,4,9,1990,656805
116,5,4,2007,418369
76,5,10,1962,844978
102,5,7,1986,941403
99,5,9,1954,634366
77,3,1,2008,763511
63,5,6,2003,195329
110,3,8,1974,334798
79,3,6,2006,700129
94,4,3,2018,705821
69,5,4,2015,488202
114,5,4,1993,335624
83,1,7,1958,451677
97,5,10,1955,449919
92,2,3,1971,369553
109,5,3,1971,237465
90,3,5,1993,586572
69,2,5,1992,734842
105,1,5,2005,185366
119,1,2,1989,980520
116,5,7,1956,524931
113,2,4,1951,229731
67,3,8,2012,845740
81,3,2,1973,763246
83,5,1,1999,262406
63,4,10,1985,804050
71,2,6,2002,920741
111,5,9,2000,335814
104,1,3,2008,303208
90,5,8,1975,680931
98,1,9,1963,687641
50,2,10,1999,869479
60,2,4,2015,265778
88,3,4,2003,319769
106,4,9,1969,162858
86,2,6,2008,767536
90,1,2,1976,803645
106,4,7,1959,400999
112,4,5,2006,531238
109,4,2,1957,159907
76,4,10,2021,848941
55,5,8,1977,352923
59,4,7,1964,537510
88,2,5,1971,317597
70,2,10,2008,471463
80,3,3,1995,665788
100,2,8,2015,701756
114,5,9,1952,385713
67,4,6,1954,676502
92,2,9,1959,152861
103,1,7,2007,442416
68,3,2,2001,279313
85,3,3,1957,954535
63,4,5,1962,624770
102,1,1,2015,800718
76,2,7,1993,392086
95,2,2,2010,996786
68,1,5,1979,544459
98,3,8,1970,547072
76,3,6,2018,189583
117,5,1,1957,706017
73,1,4,2002,958684
59,1,8,1991,805416
108,3,5,1962,605116
76,4,7,2000,928485
120,5,6,1986,659944
83,5,3,1969,200618
79,5,8,1966,869702
91,1,2,2018,276788
73,5,7,1994,428164
91,5,10,1974,435601
86,5,7,2016,832181
52,1,4,1985,803599
87,2,7,2010,404196
109,3,5,2015,783331
66,5,2,1958,262314
65,5,3,2003,616715
94,2,6,1960,641669
53,4,4,2005,523356
120,1,2,1999,167736
82,5,10,2007,882817
116,1,6,1953,543685
101,3,1,2014,677229
88,5,2,1979,752964
86,4,8,2006,849866
97,3,2,1958,816570
104,3,5,2007,592105
53,2,10,1963,497590
54,5,1,1990,817584
71,1,5,1986,197755
113,5,6,1985,448899
80,2,1,1997,729405
74,5,8,1983,674934
83,4,4,1974,466811
62,3,3,1993,984020
92,5,4,1971,479276
93,1,6,1985,921747
93,1,9,1966,640368
71,2,10,2007,332779
53,4,10,2013,841935
102,2,5,1998,891289
119,1,8,1979,248194
90,4,1,1977,202508
88,5,5,1962,176183
65,2,2,1981,418557
80,4,6,1990,344762
76,5,9,2018,295004
65,5,3,2004,891482
68,4,2,1993,236290
104,1,4,2013,874720
70,2,9,1954,883391
68,3,10,1963,587584
62,5,8,1987,237614
117,4,5,1990,981417
118,5,5,2012,740445
98,1,7,1979,881305
84,5,4,1959,668017
109,4,5,1985,199179
86,4,1,1955,895656
81,1,8,1953,866568
62,1,10,1961,621058
69,5,5,1993,914908
98,2,10,2008,652615
65,5,4,2020,383746
58,5,1,1953,222042
51,3,2,1965,551414
89,3,6,1985,844007
90,3,10,1972,169458
91,5,10,1952,537598
95,1,7,2004,619440
81,1,5,1973,358471
99,2,10,1964,643209
60,5,1,2004,210234
102,1,7,2003,332778
61,4,2,1967,745990
70,4,6,1966,434848
117,3,2,1972,345441
57,5,10,1982,595585
97,5,1,2013,946975
67,4,3,2007,323464
61,5,10,2017,876152
71,5,8,1950,435395
75,2,2,2000,238912
67,4,9,1998,975713
118,3,1,1952,858284
66,3,1,2000,631768
111,4,2,1958,614195
90,1,1,1957,594101
101,2,9,1972,332508
93,2,6,1975,928657
106,1,7,1996,564290
59,1,7,2022,837917
90,1,9,1955,751105
76,1,8,1986,167008
89,1,2,1991,943587
76,4,7,1993,275613
113,4,1,1952,727684
68,1,9,1984,798834
72,5,8,1953,251661
70,5,5,1974,168590
73,1,2,1957,578967
116,3,5,1988,939525
101,5,4,1983,361354
113,1,10,1971,555932
95,1,7,1994,908970
62,3,8,1953,484393
80,4,8,1972,597513
81,4,7,1997,183988
84,5,9,2012,564843
64,5,4,1978,805543
89,1,9,1964,710652
61,3,2,1967,342699
107,4,10,1994,347440
117,1,10,2004,974379
95,2,5,2017,302199
105,4,8,1998,452694
74,4,1,1950,735459
108,1,5,1983,514828
110,3,5,1965,297906
72,2,6,1983,570344
50,1,10,1964,602391
119,4,5,1961,596152
75,2,8,1977,627963
92,1,6,1975,444761
87,5,3,1979,198551
61,4,9,2010,294729
112,5,6,1993,689909
104,1,1,1971,632475
58,4,1,1973,560995
99,4,4,2018,176818
113,2,2,1969,603489
74,4,3,1987,727933
58,1,1,1950,961914
101,3,8,1989,613224
67,1,3,1983,598503
86,1,8,1984,887879
62,4,5,1981,688560
77,5,5,2016,429506
113,4,3,2001,307997
104,3,5,1975,489988
55,1,8,1963,669715
114,2,10,1997,300452
70,5,2,2006,288866
113,5,3,1993,292149
55,3,8,1951,404538
53,5,10,2006,795486
62,1,10,1962,498309
79,5,1,1971,692439
